molecule_chembl_id,canonical_smiles,standard_value,molecule_pref_name,standard_type,standard_units,assay_type,target_tax_id
CHEMBL1794069,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,6.05,GSK-571989A,Inhibition,%,B,9606
CHEMBL212250,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,2.21,GW615311X,Inhibition,%,B,9606
CHEMBL1909400,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C.O=C(O)C(F)(F)F,3.42,,Inhibition,%,B,9606
CHEMBL1909400,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C.O=C(O)C(F)(F)F,4.81,,Inhibition,%,B,9606
CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,-4.59,,Inhibition,%,B,9606
CHEMBL1909387,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1.Cl,1.68,GW567808A,Inhibition,%,B,9606
CHEMBL176553,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,5.5,GW631581B,Inhibition,%,B,9606
CHEMBL477978,Cc1ccc(C(=O)NC2CCCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,9.94,GW782907X,Inhibition,%,B,9606
CHEMBL588025,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,-0.01,GW770249A,Inhibition,%,B,9606
CHEMBL1794064,CCn1c(-c2nonc2N)nc2c(C#CCN)ncc(OCCCN)c21.O=C(O)C(F)(F)F,13.73,GSK-561866B,Inhibition,%,B,9606
CHEMBL243907,CCc1cccc(NC(=O)Nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2)c1,1.27,GW673715X,Inhibition,%,B,9606
CHEMBL1909375,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCCN3)c21.O=C(O)C(F)(F)F,0.75,GSK-614526A,Inhibition,%,B,9606
CHEMBL1909375,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCCN3)c21.O=C(O)C(F)(F)F,2.18,GSK-614526A,Inhibition,%,B,9606
CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,1.29,GW301784X,Inhibition,%,B,9606
CHEMBL192417,Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,0.42,GW632046X,Inhibition,%,B,9606
CHEMBL1794066,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,3.54,GSK-619487A,Inhibition,%,B,9606
CHEMBL442363,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,4.07,GW809885X,Inhibition,%,B,9606
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,2.73,GW856804X,Inhibition,%,B,9606
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,6.91,GW856804X,Inhibition,%,B,9606
CHEMBL1909388,CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.Cl,-0.53,GW568377A,Inhibition,%,B,9606
CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl,1.27,GSK-949675A,Inhibition,%,B,9606
CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl,2.83,GSK-949675A,Inhibition,%,B,9606
CHEMBL529066,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,-0.15,GW574783B,Inhibition,%,B,9606
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,3.04,,Inhibition,%,B,9606
CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,-4.73,,Inhibition,%,B,9606
CHEMBL268885,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,1.1,GSK-711701A,Inhibition,%,B,9606
CHEMBL1909387,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1.Cl,1.38,GW567808A,Inhibition,%,B,9606
CHEMBL514938,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,0.17,GSK-969786A,Inhibition,%,B,9606
CHEMBL514938,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,3.56,GSK-969786A,Inhibition,%,B,9606
CHEMBL477978,Cc1ccc(C(=O)NC2CCCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,9.1,GW782907X,Inhibition,%,B,9606
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,2.55,GSK-2213727A,Inhibition,%,B,9606
CHEMBL588025,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,8.18,GW770249A,Inhibition,%,B,9606
CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,3.25,GW794726X,Inhibition,%,B,9606
CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,14.77,GW794726X,Inhibition,%,B,9606
CHEMBL1909355,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,2.86,GW461104A,Inhibition,%,B,9606
CHEMBL188247,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,1.09,GW832467X,Inhibition,%,B,9606
CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2.13,GW301784X,Inhibition,%,B,9606
CHEMBL1794066,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,3.51,GSK-619487A,Inhibition,%,B,9606
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,-0.53,GW300653X,Inhibition,%,B,9606
CHEMBL1909409,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,0.98,GSK-238583A,Inhibition,%,B,9606
CHEMBL1909399,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,-0.35,GW352430A,Inhibition,%,B,9606
CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,4.07,GSK-1023156A,Inhibition,%,B,9606
CHEMBL529066,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,1.78,GW574783B,Inhibition,%,B,9606
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,7.49,,Inhibition,%,B,9606
CHEMBL268885,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,3.15,GSK-711701A,Inhibition,%,B,9606
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,0.83,,Inhibition,%,B,9606
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,1.72,GW843682X,Inhibition,%,B,9606
CHEMBL511765,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,-4.44,GSK-2213727A,Inhibition,%,B,9606
CHEMBL1789961,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,2.76,GW513184X,Inhibition,%,B,9606
CHEMBL204934,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,4.44,GW813360X,Inhibition,%,B,9606
CHEMBL1909355,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,4.25,GW461104A,Inhibition,%,B,9606
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,-0.13,PYRAZOLOPYRIDAZINE 1,Inhibition,%,B,9606
CHEMBL188247,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,1.09,GW832467X,Inhibition,%,B,9606
CHEMBL1909408,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,0.1,GSK-200398A,Inhibition,%,B,9606
CHEMBL1909408,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,3.26,GSK-200398A,Inhibition,%,B,9606
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,4.16,,Inhibition,%,B,9606
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,0.94,GW300653X,Inhibition,%,B,9606
CHEMBL1909343,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1.O=C(O)C(F)(F)F,1.49,,Inhibition,%,B,9606
CHEMBL1909409,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,1.8,GSK-238583A,Inhibition,%,B,9606
CHEMBL1909399,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,1.96,GW352430A,Inhibition,%,B,9606
CHEMBL518953,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,3.98,GSK-1023156A,Inhibition,%,B,9606
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,-6.67,GW770249X,Inhibition,%,B,9606
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,-2.37,GW770249X,Inhibition,%,B,9606
CHEMBL271595,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,5.09,GW297361X,Inhibition,%,B,9606
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,1.18,,Inhibition,%,B,9606
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,2.69,,Inhibition,%,B,9606
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,2.62,GW843682X,Inhibition,%,B,9606
CHEMBL519881,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,1.98,GW861893X,Inhibition,%,B,9606
CHEMBL1789961,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,3.21,GW513184X,Inhibition,%,B,9606
CHEMBL220244,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,4.52,GW427984X,Inhibition,%,B,9606
CHEMBL204934,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,16.28,GW813360X,Inhibition,%,B,9606
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,13.17,PYRAZOLOPYRIDAZINE 1,Inhibition,%,B,9606
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.71,,Inhibition,%,B,9606
CHEMBL1794072,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1.Cl,1.5,,Inhibition,%,B,9606
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,4.5,,Inhibition,%,B,9606
CHEMBL1909343,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1.O=C(O)C(F)(F)F,2.85,,Inhibition,%,B,9606
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,1.9,GW683003X,Inhibition,%,B,9606
CHEMBL1909345,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.Cl,1.68,,Inhibition,%,B,9606
CHEMBL1909345,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.Cl,-1.21,,Inhibition,%,B,9606
CHEMBL1882194,CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,4.71,GW780056X,Inhibition,%,B,9606
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,2.94,,Inhibition,%,B,9606
CHEMBL271595,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,26.78,GW297361X,Inhibition,%,B,9606
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,3.67,,Inhibition,%,B,9606
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,1.84,,Inhibition,%,B,9606
CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,7.39,GW621970X,Inhibition,%,B,9606
CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,10.43,GW621970X,Inhibition,%,B,9606
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,0.84,GW795493X,Inhibition,%,B,9606
CHEMBL519881,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,-5.12,GW861893X,Inhibition,%,B,9606
CHEMBL220244,Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,5.42,GW427984X,Inhibition,%,B,9606
CHEMBL218970,CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,1.61,GW445017X,Inhibition,%,B,9606
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,-0.37,GW781673X,Inhibition,%,B,9606
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,4.63,,Inhibition,%,B,9606
CHEMBL2062289,CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.O=C(O)C(O)C(O)C(=O)O,3.38,,Inhibition,%,B,9606
CHEMBL1794072,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1.Cl,0.68,,Inhibition,%,B,9606
CHEMBL1909360,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1.Cl,2.49,GW830263A,Inhibition,%,B,9606
CHEMBL373073,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,-0.12,GW642138X,Inhibition,%,B,9606
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,2.18,GW683003X,Inhibition,%,B,9606
CHEMBL477583,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,1.0,GW743024X,Inhibition,%,B,9606
CHEMBL1794058,CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,0.26,GW278681X,Inhibition,%,B,9606
CHEMBL1882194,CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,4.83,GW780056X,Inhibition,%,B,9606
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,4.57,,Inhibition,%,B,9606
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,6.54,,Inhibition,%,B,9606
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0.32,,Inhibition,%,B,9606
CHEMBL305477,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,1.61,GW829874X,Inhibition,%,B,9606
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,11.78,GW795493X,Inhibition,%,B,9606
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,3.3,,Inhibition,%,B,9606
CHEMBL467581,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,3.43,GSK-2219385A,Inhibition,%,B,9606
CHEMBL374453,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,5.41,GSK-299115A,Inhibition,%,B,9606
CHEMBL218970,CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,10.63,GW445017X,Inhibition,%,B,9606
CHEMBL67241,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,6.59,GW794607X,Inhibition,%,B,9606
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,-0.62,GW781673X,Inhibition,%,B,9606
CHEMBL2062289,CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.O=C(O)C(O)C(O)C(=O)O,4.71,,Inhibition,%,B,9606
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,0.4,GW572738X,Inhibition,%,B,9606
CHEMBL1909360,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1.Cl,20.58,GW830263A,Inhibition,%,B,9606
CHEMBL1909356,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1.Cl,1.05,GW569530A,Inhibition,%,B,9606
CHEMBL373073,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,7.71,GW642138X,Inhibition,%,B,9606
CHEMBL477583,Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,2.95,GW743024X,Inhibition,%,B,9606
CHEMBL1794058,CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,5.33,GW278681X,Inhibition,%,B,9606
CHEMBL1909354,Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,4.47,GW459057A,Inhibition,%,B,9606
CHEMBL1909354,Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,3.3,GW459057A,Inhibition,%,B,9606
CHEMBL1909389,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1.Cl,2.98,GW574782A,Inhibition,%,B,9606
CHEMBL1909390,O=C(O)C(F)(F)F.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,6.24,GW576609A,Inhibition,%,B,9606
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,-0.55,,Inhibition,%,B,9606
CHEMBL1909401,O=C([O-])c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1.[Li+],1.98,,Inhibition,%,B,9606
CHEMBL305477,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,4.23,GW829874X,Inhibition,%,B,9606
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,4.29,,Inhibition,%,B,9606
CHEMBL467581,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,-5.28,GSK-2219385A,Inhibition,%,B,9606
CHEMBL458415,COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,-0.01,GSK-2186269A,Inhibition,%,B,9606
CHEMBL374453,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,36.64,GSK-299115A,Inhibition,%,B,9606
CHEMBL67241,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,11.66,GW794607X,Inhibition,%,B,9606
CHEMBL218859,CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,0.62,GW445012X,Inhibition,%,B,9606
CHEMBL188257,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,1.48,GW827106X,Inhibition,%,B,9606
CHEMBL234838,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,-1.49,GW572738X,Inhibition,%,B,9606
CHEMBL1909356,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1.Cl,3.96,GW569530A,Inhibition,%,B,9606
CHEMBL477979,Cc1ccc(C(=O)NC(C)C)cc1-c1ccc(C(=O)NCC2CC2)cc1,-3.33,GW785974X,Inhibition,%,B,9606
CHEMBL205966,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,0.18,GW659893X,Inhibition,%,B,9606
CHEMBL1880739,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,1.44,GW305074X,Inhibition,%,B,9606
CHEMBL434729,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,6.27,GW829906X,Inhibition,%,B,9606
CHEMBL1909389,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1.Cl,3.56,GW574782A,Inhibition,%,B,9606
CHEMBL1909392,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1.Cl,3.52,GW580496A,Inhibition,%,B,9606
CHEMBL1909390,O=C(O)C(F)(F)F.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,9.08,GW576609A,Inhibition,%,B,9606
CHEMBL1909401,O=C([O-])c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1.[Li+],2.33,,Inhibition,%,B,9606
CHEMBL230592,CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N,0.17,GSK-635416A,Inhibition,%,B,9606
CHEMBL1909395,Cl.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,3.16,GW633459A,Inhibition,%,B,9606
CHEMBL458415,COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,-3.36,GSK-2186269A,Inhibition,%,B,9606
CHEMBL101804,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,-0.37,,Inhibition,%,B,9606
CHEMBL189353,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,8.34,GW809897X,Inhibition,%,B,9606
CHEMBL218859,CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,-1.32,GW445012X,Inhibition,%,B,9606
CHEMBL1909365,COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1.O=S(=O)(O)O,0.69,GW607049C,Inhibition,%,B,9606
CHEMBL188257,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,1.48,GW827106X,Inhibition,%,B,9606
CHEMBL1794068,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,-1.08,GSK-326090A,Inhibition,%,B,9606
CHEMBL1794068,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,-2.39,GSK-326090A,Inhibition,%,B,9606
CHEMBL1909347,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1.O=C(O)/C=C\C(=O)O,1.02,,Inhibition,%,B,9606
CHEMBL477979,Cc1ccc(C(=O)NC(C)C)cc1-c1ccc(C(=O)NCC2CC2)cc1,-1.59,GW785974X,Inhibition,%,B,9606
CHEMBL189415,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,-0.86,GW819077X,Inhibition,%,B,9606
CHEMBL205966,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,0.58,GW659893X,Inhibition,%,B,9606
CHEMBL1880739,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,2.67,GW305074X,Inhibition,%,B,9606
CHEMBL1794052,COC(=O)c1ccc2c(c1)C(=Cc1cc(Br)c(O)c(Br)c1)C(=O)N2,3.26,GW405841X,Inhibition,%,B,9606
